id_pagamento,id_fatura,id_cliente,dt_pagamento,valor_pagamento
1973,3991,256,2023-05-17,3984.73
1974,3993,256,2023-07-17,151.27
1975,3994,256,2023-08-07,993.5
1976,3995,256,2023-09-12,4123.46
1977,3996,256,2023-10-21,2336.9
1978,3997,256,2024-03-13,4525.08
1979,4000,256,2024-07-02,4270.97
1980,4004,257,2023-03-21,2413.83
1981,4010,257,2023-09-19,2257.5
1982,4012,257,2023-12-21,2755.48
1983,4015,257,2024-07-16,406.82
1984,4019,258,2023-03-05,1354.63
1985,4021,258,2023-05-17,846.78
1986,4022,258,2023-06-05,1813.15
1987,4023,258,2023-07-14,3356.68
1988,4026,258,2023-10-11,472.72
1989,4027,258,2023-11-21,1791.24
1990,4028,258,2024-02-21,2759.31
1991,4030,258,2024-04-21,4989.21
1992,4031,258,2024-09-11,4418.68
1993,4032,259,2023-01-06,2041.95
1994,4037,259,2023-06-16,3280.51
1995,4038,259,2023-07-09,3985.42
1996,4039,259,2023-08-12,3583.68
1997,4040,259,2023-09-04,2630.82
1998,4042,259,2023-11-12,1179.73
1999,4044,259,2024-01-04,4768.57
2000,4045,259,2024-02-05,3496.02
2001,4046,259,2024-03-07,2666.53
2002,4047,259,2024-04-18,3184.57
2003,4048,259,2024-05-14,1763.4
2004,4050,259,2024-07-12,3921.41
2005,4051,259,2024-09-12,3677.08
2006,4052,260,2023-01-15,4242.64
2007,4055,260,2023-04-15,3730.21
2008,4056,260,2023-05-20,2651.49
2009,4057,260,2023-06-14,402.35
2010,4058,260,2023-07-13,3915.45
2011,4059,260,2023-08-21,3045.55
2012,4060,260,2023-09-09,2989.67
2013,4065,260,2024-08-03,1820.61
2014,4066,260,2024-09-14,4875.8
2015,4069,261,2023-03-09,776.32
2016,4071,261,2023-05-21,3191.36
2017,4076,261,2023-10-20,987.36
2018,4078,261,2024-02-14,1545.27
2019,4081,262,2023-01-03,3346.92
2020,4082,262,2023-02-11,1647.85
2021,4087,262,2023-07-06,1370.53
2022,4090,262,2023-10-06,2187.21
2023,4091,262,2023-12-21,1446.03
2024,4097,263,2023-01-06,2904.91
2025,4098,263,2023-02-15,3404.02
2026,4099,263,2023-03-08,3994.74
2027,4100,263,2023-04-12,4816.32
2028,4102,263,2023-06-15,606.04
2029,4103,263,2023-07-06,4822.43
2030,4104,263,2023-08-19,2250.83
2031,4106,263,2023-10-04,2391.65
2032,4107,263,2023-11-11,2864.28
2033,4110,263,2024-04-15,2881.66
2034,4112,264,2023-02-12,4366.0
2035,4113,264,2023-03-21,2744.2
2036,4114,264,2023-04-19,3001.36
2037,4115,264,2023-05-08,2806.94
2038,4117,264,2023-07-11,3662.02
2039,4120,264,2023-10-14,560.47
2040,4121,264,2023-11-08,1166.92
2041,4123,264,2024-05-15,55.57
2042,4128,265,2023-04-20,3529.93
2043,4132,265,2023-08-13,1073.86
2044,4133,265,2023-09-02,1830.23
2045,4134,265,2023-10-04,4793.83
2046,4135,265,2023-11-09,2007.31
2047,4138,265,2024-02-19,2544.11
2048,4139,265,2024-03-12,744.03
2049,4142,265,2024-06-12,2690.0
2050,4143,265,2024-07-13,2202.95
2051,4147,266,2023-03-08,4672.21
2052,4148,266,2023-04-04,4972.43
2053,4156,266,2024-03-03,612.16
2054,4158,267,2023-01-13,2687.83
2055,4159,267,2023-02-14,3462.57
2056,4160,267,2023-03-21,2618.34
2057,4164,267,2023-07-03,3283.54
2058,4168,267,2023-12-05,3506.25
2059,4169,267,2024-01-07,3399.12
2060,4174,268,2023-01-18,3989.79
2061,4176,268,2023-03-13,1967.26
2062,4181,268,2023-08-10,2362.43
2063,4182,268,2023-09-15,2848.37
2064,4185,268,2024-03-20,4250.89
2065,4189,269,2023-01-12,1396.29
2066,4191,269,2023-03-09,1144.58
2067,4192,269,2023-04-02,4025.72
2068,4193,269,2023-05-15,638.32
2069,4194,269,2023-06-09,3019.73
2070,4196,269,2023-08-09,4801.65
2071,4197,269,2023-09-13,1440.49
2072,4198,269,2023-10-02,3942.14
2073,4200,269,2024-01-08,1881.52
2074,4201,269,2024-02-21,4516.45
2075,4204,269,2024-06-16,2953.91
2076,4205,269,2024-08-13,3979.63
2077,4208,270,2023-03-19,420.36
2078,4210,270,2023-05-04,2408.66
2079,4214,270,2023-09-16,330.45
2080,4215,270,2023-10-21,4786.99
2081,4216,270,2024-03-05,3476.77
2082,4221,271,2023-02-14,3479.14
2083,4222,271,2023-03-14,2466.91
2084,4224,271,2023-05-13,3618.01
2085,4225,271,2023-06-18,4248.13
2086,4227,271,2023-08-03,407.03
2087,4232,271,2024-04-08,3100.76
2088,4234,272,2023-01-07,3241.48
2089,4235,272,2023-02-05,144.73
2090,4236,272,2023-03-16,559.43
2091,4237,272,2023-04-15,807.46
2092,4238,272,2023-05-18,1580.82
2093,4239,272,2023-06-12,1590.18
2094,4240,272,2023-07-19,3678.24
2095,4241,272,2023-08-06,767.09
2096,4242,272,2023-09-14,872.36
2097,4244,272,2024-01-20,3405.36
2098,4246,272,2024-03-11,251.0
2099,4247,272,2024-06-03,855.86
2100,4253,273,2023-04-03,2801.68
2101,4255,273,2023-06-18,1662.28
2102,4257,273,2023-08-14,4203.28
2103,4261,273,2024-03-18,2640.87
2104,4264,273,2024-09-03,4766.44
2105,4266,274,2023-02-09,3600.92
2106,4267,274,2023-03-15,2338.87
2107,4271,274,2023-07-18,279.16
2108,4274,274,2023-10-20,2435.19
2109,4275,274,2023-12-18,1080.48
2110,4278,274,2024-04-08,3209.25
2111,4279,274,2024-06-17,40.76
2112,4282,275,2023-03-19,505.24
2113,4283,275,2023-04-15,1587.73
2114,4284,275,2023-05-12,3184.19
2115,4286,275,2023-07-16,447.3
2116,4289,275,2023-10-05,3459.4
2117,4290,275,2024-01-18,493.29
2118,4291,275,2024-04-02,3570.0
2119,4298,276,2023-06-18,3398.75
2120,4299,276,2023-07-18,1483.18
2121,4304,276,2024-02-12,3008.62
2122,4306,276,2024-06-15,4260.97
2123,4309,277,2023-01-11,2237.02
2124,4312,277,2023-04-06,4136.61
2125,4313,277,2023-05-21,183.19
2126,4315,277,2023-07-18,1329.03
2127,4316,277,2023-08-19,4873.3
2128,4320,277,2023-12-13,1889.62
2129,4321,277,2024-03-21,3708.97
2130,4322,277,2024-06-03,1443.91
2131,4327,278,2023-03-05,2907.44
2132,4328,278,2023-04-10,4581.89
2133,4331,278,2023-07-15,4767.71
2134,4333,278,2023-09-17,2921.12
2135,4335,278,2024-01-15,3057.48
2136,4336,278,2024-04-07,392.46
2137,4337,278,2024-06-10,1006.53
2138,4338,278,2024-09-04,1474.08
2139,4341,279,2023-03-17,489.95
2140,4348,279,2023-10-16,4739.72
2141,4352,279,2024-03-12,2576.58
2142,4353,279,2024-05-06,2138.83
2143,4354,279,2024-06-03,3528.53
2144,4361,280,2023-06-14,3228.11
2145,4362,280,2023-07-13,4305.7
2146,4363,280,2023-08-13,1157.77
2147,4364,280,2023-09-08,947.62
2148,4368,280,2024-04-15,2981.69
2149,4370,280,2024-08-04,1399.94
2150,4375,281,2023-05-08,4539.77
2151,4376,281,2023-06-07,507.1
2152,4380,281,2023-10-05,4950.03
2153,4381,281,2024-02-07,197.22
2154,4385,281,2024-09-09,1841.66
2155,4386,282,2023-01-09,3348.45
2156,4387,282,2023-02-10,2340.07
2157,4388,282,2023-03-20,123.49
2158,4390,282,2023-05-11,4370.14
2159,4391,282,2023-06-15,2203.31
2160,4392,282,2023-07-19,752.94
2161,4396,282,2023-11-21,961.61
2162,4399,282,2024-05-11,2933.94
2163,4400,283,2023-01-06,1676.39
2164,4403,283,2023-04-05,3151.8
2165,4404,283,2023-05-05,896.28
2166,4408,283,2023-09-11,1611.19
2167,4409,283,2023-10-12,4351.14
2168,4410,283,2024-01-20,367.5
2169,4411,283,2024-03-14,3934.21
2170,4412,283,2024-05-02,3700.77
2171,4415,283,2024-08-06,4552.51
2172,4417,284,2023-01-15,3502.11
2173,4418,284,2023-02-12,1652.49
2174,4421,284,2023-05-17,1851.45
2175,4424,284,2023-08-08,1287.24
2176,4425,284,2023-09-16,268.2
2177,4429,284,2024-07-21,3883.75
2178,4430,285,2023-01-15,2281.21
2179,4432,285,2023-03-09,874.09
2180,4433,285,2023-04-02,664.42
2181,4435,285,2023-06-16,971.18
2182,4437,285,2023-08-04,4752.32
2183,4438,285,2023-09-02,1565.23
2184,4444,285,2024-04-18,1348.82
2185,4447,286,2023-01-05,438.86
2186,4448,286,2023-02-08,3186.54
2187,4449,286,2023-03-16,664.65
2188,4450,286,2023-04-09,3127.12
2189,4451,286,2023-05-18,45.13
2190,4453,286,2023-07-12,1147.22
2191,4455,286,2023-09-19,2114.94
2192,4456,286,2023-10-11,4777.54
2193,4458,286,2023-12-19,4145.91
2194,4459,286,2024-01-10,3331.01
2195,4460,286,2024-04-11,1482.22
2196,4461,286,2024-06-04,3970.76
2197,4462,286,2024-07-12,778.99
2198,4467,287,2023-03-19,672.03
2199,4468,287,2023-04-21,1762.77
2200,4473,287,2023-09-04,1822.99
2201,4474,287,2023-10-21,491.03
2202,4475,287,2023-11-13,295.42
2203,4476,287,2024-01-04,4664.08
2204,4481,288,2023-01-14,2350.27
2205,4482,288,2023-02-07,3641.85
2206,4484,288,2023-04-17,386.85
2207,4485,288,2023-05-06,4371.67
2208,4486,288,2023-06-16,462.99
2209,4487,288,2023-07-06,808.51
2210,4488,288,2023-08-15,607.73
2211,4490,288,2023-10-09,3780.9
2212,4491,288,2024-02-06,4766.38
2213,4492,288,2024-03-13,1237.01
2214,4494,288,2024-06-20,1587.72
2215,4496,288,2024-08-18,3675.44
2216,4498,289,2023-01-07,1408.83
2217,4499,289,2023-02-02,2863.84
2218,4503,289,2023-06-07,165.09
2219,4504,289,2023-07-03,4809.19
2220,4505,289,2023-08-03,2777.08
2221,4506,289,2023-09-16,1053.67
2222,4507,289,2023-10-10,347.76
2223,4510,289,2024-03-12,4096.38
2224,4511,289,2024-04-21,2365.34
2225,4512,289,2024-09-18,2785.92
2226,4514,290,2023-02-17,4082.53
2227,4519,290,2023-07-06,4789.75
2228,4520,290,2023-08-18,540.96
2229,4521,290,2023-09-04,1488.48
2230,4524,290,2024-01-12,3040.01
2231,4525,290,2024-02-05,724.88
2232,4526,290,2024-03-09,3678.57
2233,4527,290,2024-05-17,1409.49
2234,4529,290,2024-08-11,4216.17
2235,4530,290,2024-09-02,817.89
2236,4532,291,2023-02-18,295.01
2237,4534,291,2023-04-03,1307.26
2238,4535,291,2023-05-20,551.68
2239,4537,291,2023-07-07,1647.14
2240,4543,291,2024-02-09,2289.95
2241,4544,291,2024-03-13,637.62
2242,4545,291,2024-05-15,2276.86
2243,4546,291,2024-06-11,1957.42
2244,4547,291,2024-07-05,4068.31
2245,4549,292,2023-02-15,1866.65
2246,4550,292,2023-03-11,1370.95
2247,4551,292,2023-04-16,3724.59
2248,4554,292,2023-07-20,3117.79
2249,4560,292,2024-05-19,70.69
2250,4563,293,2023-01-10,1975.64
2251,4564,293,2023-02-18,4352.23
2252,4566,293,2023-04-07,3981.16
2253,4571,293,2023-09-12,383.5
2254,4572,293,2023-10-11,1911.42
2255,4574,293,2024-02-14,1672.05
2256,4576,293,2024-09-12,4294.31
2257,4577,294,2023-01-11,1823.36
2258,4578,294,2023-02-09,489.16
2259,4580,294,2023-04-05,2345.73
2260,4582,294,2023-06-08,1119.74
2261,4586,294,2023-10-20,4266.51
2262,4588,294,2024-01-09,1808.36
2263,4589,294,2024-04-12,1089.09
2264,4590,294,2024-05-07,3932.44
2265,4592,294,2024-08-06,3573.44
2266,4593,295,2023-01-19,4632.26
2267,4595,295,2023-03-04,4245.86
2268,4597,295,2023-05-04,3930.2
2269,4599,295,2023-07-06,3407.95
2270,4603,295,2023-11-13,2288.85
2271,4604,295,2024-03-07,523.52
2272,4605,295,2024-05-14,4949.69
2273,4606,295,2024-06-18,2839.43
2274,4608,296,2023-01-13,3527.45
2275,4610,296,2023-03-19,4484.27
2276,4613,296,2023-06-12,682.4
2277,4615,296,2023-08-12,1110.8
2278,4618,296,2023-11-16,4341.78
2279,4619,296,2023-12-04,3475.18
2280,4620,296,2024-01-04,4714.87
2281,4621,296,2024-07-08,3803.94
2282,4622,296,2024-08-09,1068.54
2283,4623,296,2024-09-03,3203.05
2284,4624,297,2023-01-04,1004.47
2285,4625,297,2023-02-16,4399.54
2286,4628,297,2023-05-11,1101.43
2287,4632,297,2023-09-09,3815.42
2288,4633,297,2023-10-09,3692.24
2289,4634,297,2023-11-14,2038.78
2290,4635,297,2024-02-11,230.97
2291,4636,297,2024-04-04,4797.53
2292,4637,297,2024-05-06,1102.71
2293,4639,298,2023-01-16,104.36
2294,4640,298,2023-02-19,4186.43
2295,4641,298,2023-03-13,2689.59
2296,4642,298,2023-04-06,1110.55
2297,4643,298,2023-05-09,4462.29
2298,4644,298,2023-06-02,2365.58
2299,4645,298,2023-07-21,2447.22
2300,4649,298,2023-11-20,4310.53
2301,4650,298,2024-01-21,1910.06
2302,4652,298,2024-08-03,1592.76
2303,4654,299,2023-01-21,1541.66
2304,4655,299,2023-02-20,854.2
2305,4656,299,2023-03-02,3775.55
2306,4658,299,2023-05-13,4867.01
2307,4663,299,2023-10-14,3463.79
2308,4664,299,2023-11-03,260.69
2309,4666,299,2024-04-02,4526.3
2310,4669,300,2023-02-14,2669.37
2311,4671,300,2023-04-13,1223.26
2312,4672,300,2023-05-19,4488.89
2313,4673,300,2023-06-04,305.64
2314,4674,300,2023-07-03,238.65
2315,4675,300,2023-08-06,3727.55
2316,4676,300,2023-09-06,2934.88
2317,4677,300,2023-10-13,4446.77
2318,4681,300,2024-06-15,4749.2
2319,4682,300,2024-07-05,570.61
2320,4683,300,2024-08-19,3960.01
2321,4684,300,2024-09-04,561.49
2322,4686,301,2023-02-11,700.32
2323,4687,301,2023-03-11,838.33
2324,4688,301,2023-04-15,883.63
2325,4690,301,2023-06-12,311.23
2326,4691,301,2023-07-20,3765.64
2327,4692,301,2023-08-08,2268.12
2328,4694,301,2023-10-20,1296.23
2329,4696,301,2023-12-13,1311.65
2330,4698,301,2024-03-08,1543.77
2331,4699,301,2024-04-07,2127.48
2332,4701,301,2024-07-17,3330.41
2333,4702,301,2024-09-12,2383.21
2334,4704,302,2023-02-07,204.64
2335,4705,302,2023-03-19,994.62
2336,4706,302,2023-04-17,3421.78
2337,4707,302,2023-05-04,2682.41
2338,4708,302,2023-06-07,1939.17
2339,4709,302,2023-07-11,2832.6
2340,4711,302,2023-09-09,519.71
2341,4712,302,2023-10-14,2589.76
2342,4713,302,2024-02-17,2231.61
2343,4716,302,2024-06-18,1330.41
2344,4721,303,2023-02-10,3873.88
2345,4723,303,2023-04-11,3911.88
2346,4727,303,2023-08-08,4078.32
2347,4728,303,2023-09-07,1808.94
2348,4732,303,2024-01-17,462.99
2349,4733,303,2024-03-12,4098.12
2350,4735,303,2024-06-15,631.57
2351,4736,303,2024-07-05,2660.73
2352,4738,303,2024-09-04,2454.66
2353,4739,304,2023-01-17,183.93
2354,4740,304,2023-02-08,2581.96
2355,4742,304,2023-04-17,2085.49
2356,4744,304,2023-06-05,454.46
2357,4745,304,2023-07-18,4322.7
2358,4746,304,2023-08-18,4962.27
2359,4747,304,2023-09-17,4946.1
2360,4748,304,2023-10-15,4257.74
2361,4749,304,2023-11-19,916.25
2362,4750,304,2023-12-13,3907.72
2363,4752,304,2024-07-18,691.19
2364,4754,304,2024-09-09,134.14
2365,4755,305,2023-01-05,4242.4
2366,4756,305,2023-02-12,3463.08
2367,4758,305,2023-04-06,3081.08
2368,4759,305,2023-05-16,1944.56
2369,4761,305,2023-07-06,3556.54
2370,4765,305,2023-11-11,2211.7
2371,4767,305,2024-07-18,1324.06
2372,4769,306,2023-01-19,2298.81
2373,4770,306,2023-02-02,4244.03
2374,4771,306,2023-03-13,1909.69
2375,4777,306,2023-09-15,2226.77
2376,4778,306,2023-10-19,3368.26
2377,4780,306,2024-02-10,4865.85
2378,4781,306,2024-05-03,4356.13
2379,4783,306,2024-08-20,4341.64
2380,4784,307,2023-01-14,3047.85
2381,4787,307,2023-04-13,1208.89
2382,4789,307,2023-06-11,3930.19
2383,4790,307,2023-07-04,4397.55
2384,4791,307,2023-08-03,4065.85
2385,4792,307,2023-09-11,53.99
2386,4793,307,2023-10-04,1864.64
2387,4796,307,2024-05-19,4486.19
2388,4797,307,2024-07-06,2731.65
2389,4799,308,2023-02-02,954.95
2390,4803,308,2023-06-21,4109.44
2391,4804,308,2023-07-20,4652.36
2392,4806,308,2023-09-20,3535.63
2393,4807,308,2023-10-11,3592.06
2394,4810,308,2024-05-14,1684.16
2395,4811,308,2024-07-05,468.59
2396,4815,309,2023-02-03,704.44
2397,4817,309,2023-04-11,4589.34
2398,4818,309,2023-05-05,1070.78
2399,4821,309,2023-08-05,2508.08
2400,4824,309,2023-12-19,3231.15
2401,4826,309,2024-02-17,3148.79
2402,4831,310,2023-01-17,3166.5
2403,4833,310,2023-03-21,4002.29
2404,4837,310,2023-07-10,1938.7
2405,4839,310,2023-09-07,92.37
2406,4840,310,2023-10-02,649.08
2407,4844,310,2024-06-18,3426.49
2408,4846,311,2023-01-08,1370.87
2409,4848,311,2023-03-17,4459.07
2410,4851,311,2023-06-17,1381.31
2411,4852,311,2023-07-07,2659.09
2412,4858,311,2024-02-08,4852.46
2413,4859,311,2024-05-19,1077.66
2414,4861,311,2024-08-10,2283.59
2415,4862,312,2023-01-10,1138.74
2416,4866,312,2023-05-02,3933.19
2417,4867,312,2023-06-10,603.53
2418,4869,312,2023-08-07,3859.3
2419,4870,312,2023-09-07,4667.92
2420,4876,313,2023-02-08,1664.71
2421,4877,313,2023-03-03,1556.23
2422,4878,313,2023-04-19,1124.38
2423,4879,313,2023-05-04,4970.5
2424,4882,313,2023-08-20,1523.78
2425,4884,313,2023-10-11,1865.83
2426,4886,313,2023-12-10,2042.95
2427,4887,313,2024-01-10,2321.73
2428,4889,313,2024-03-03,2390.87
2429,4893,314,2023-03-12,3127.2
2430,4894,314,2023-04-18,2224.28
2431,4897,314,2023-07-18,4863.46
2432,4898,314,2023-08-08,1569.37
2433,4900,314,2023-10-20,924.41
2434,4901,314,2023-12-20,558.86
2435,4903,314,2024-04-03,2397.53
2436,4906,315,2023-02-15,3706.27
2437,4907,315,2023-03-18,1724.8
2438,4908,315,2023-04-21,682.97
2439,4912,315,2023-08-12,1739.78
2440,4913,315,2023-09-04,4393.67
2441,4914,315,2023-10-20,1136.16
2442,4915,315,2023-12-18,1359.66
2443,4916,315,2024-01-03,3906.8
2444,4921,316,2023-01-02,3882.59
2445,4924,316,2023-04-17,2440.92
2446,4925,316,2023-05-10,4527.97
2447,4926,316,2023-06-02,3751.16
2448,4927,316,2023-07-08,3401.87
2449,4928,316,2023-08-11,210.91
2450,4929,316,2023-09-13,1060.16
2451,4931,316,2024-02-20,2943.35
2452,4932,316,2024-03-10,2321.61
2453,4935,316,2024-09-18,1666.24
2454,4940,317,2023-05-11,1299.07
2455,4941,317,2023-06-06,2113.62
2456,4943,317,2023-08-14,167.7
2457,4944,317,2023-09-12,4850.06
2458,4946,317,2024-01-18,4471.78
2459,4947,317,2024-04-02,4334.35
2460,4948,317,2024-05-02,153.83
2461,4950,317,2024-09-07,1675.84
2462,4951,318,2023-01-04,1583.46
2463,4952,318,2023-02-21,505.59
2464,4953,318,2023-03-12,922.97
2465,4954,318,2023-04-09,4623.74
2466,4955,318,2023-05-20,4454.18
2467,4958,318,2023-08-09,4121.31
2468,4960,318,2023-10-04,4693.67
2469,4961,318,2023-11-02,1019.35
2470,4962,318,2023-12-10,852.83
2471,4968,319,2023-04-03,1999.63
2472,4969,319,2023-05-05,2501.36
2473,4971,319,2023-07-13,2854.38
2474,4973,319,2023-09-17,4040.48
2475,4975,319,2024-02-09,1505.22
2476,4977,319,2024-06-16,67.1
2477,4978,319,2024-08-02,3537.59
2478,4982,320,2023-04-15,346.28
2479,4985,320,2023-07-16,4019.5
2480,4986,320,2023-08-18,846.75
2481,4988,320,2023-10-05,4634.33
2482,4989,320,2024-01-07,3394.92
2483,4990,320,2024-02-02,1460.16
2484,4994,321,2023-02-18,924.68
2485,4996,321,2023-04-05,4381.09
2486,4997,321,2023-05-05,2270.24
2487,4999,321,2023-07-03,851.93
2488,5001,321,2023-09-20,1188.31
2489,5002,321,2023-10-10,427.03
2490,5006,321,2024-06-09,2557.6
2491,5008,322,2023-02-17,1566.94
2492,5009,322,2023-03-12,2934.85
2493,5016,322,2023-10-02,3223.86
2494,5019,322,2024-03-16,2986.25
2495,5020,322,2024-05-08,245.44
2496,5021,322,2024-09-13,4361.32
2497,5025,323,2023-04-12,1698.58
2498,5028,323,2023-07-09,4808.94
2499,5030,323,2023-09-14,4388.02
2500,5032,323,2023-11-21,113.08
2501,5037,324,2023-01-08,4750.44
2502,5038,324,2023-02-07,1481.37
2503,5040,324,2023-04-05,1096.18
2504,5041,324,2023-05-16,596.87
2505,5047,324,2023-12-07,4272.33
2506,5048,324,2024-01-08,423.31
2507,5049,324,2024-02-09,1437.47
2508,5050,324,2024-03-10,3192.84
2509,5051,324,2024-04-17,3160.37
2510,5056,325,2023-02-18,3931.42
2511,5060,325,2023-06-05,2097.22
2512,5062,325,2023-08-11,3612.98
2513,5065,325,2023-12-02,2752.32
2514,5070,326,2023-01-17,3368.38
2515,5072,326,2023-03-13,4409.91
2516,5075,326,2023-06-03,3490.53
2517,5080,326,2023-11-16,2654.45
2518,5081,326,2023-12-02,3162.21
2519,5082,326,2024-01-19,2291.55
2520,5084,326,2024-09-14,993.21
2521,5085,327,2023-01-11,1241.11
2522,5086,327,2023-02-13,408.24
2523,5087,327,2023-03-09,1018.8
2524,5088,327,2023-04-09,4633.48
2525,5090,327,2023-06-11,2399.84
2526,5091,327,2023-07-20,1170.93
2527,5092,327,2023-08-11,3898.33
2528,5093,327,2023-09-18,4231.44
2529,5094,327,2023-10-19,3010.64
2530,5097,328,2023-01-06,4369.01
2531,5098,328,2023-02-10,4113.99
2532,5099,328,2023-03-21,1587.36
2533,5100,328,2023-04-20,3637.7
2534,5101,328,2023-05-06,1911.07
2535,5103,328,2023-07-21,4651.57
2536,5105,328,2023-09-13,1988.37
2537,5106,328,2023-10-09,2529.05
2538,5108,328,2023-12-19,2367.96
2539,5110,328,2024-05-09,2236.51
2540,5111,328,2024-07-17,102.61
2541,5112,328,2024-08-08,3151.13
2542,5114,329,2023-02-10,1202.08
2543,5118,329,2023-06-14,1419.81
2544,5120,329,2023-08-19,3753.3
2545,5121,329,2023-09-12,3686.65
2546,5122,329,2023-10-20,845.65
2547,5123,329,2023-11-11,1866.43
2548,5128,329,2024-06-09,850.49
2549,5130,330,2023-01-10,4594.41
2550,5132,330,2023-03-08,3473.09
2551,5133,330,2023-04-16,667.22
2552,5136,330,2023-07-09,4109.56
2553,5137,330,2023-08-18,3084.57
2554,5138,330,2023-09-12,1221.57
2555,5139,330,2023-10-12,2123.11
2556,5140,330,2023-11-16,681.53
2557,5141,330,2023-12-20,695.58
2558,5142,330,2024-02-09,4415.71
2559,5143,330,2024-06-18,4032.79
2560,5144,330,2024-07-02,1196.63
2561,5146,331,2023-02-04,3757.38
2562,5147,331,2023-03-02,1883.88
2563,5148,331,2023-04-12,2991.59
2564,5150,331,2023-06-02,4565.76
2565,5152,331,2023-08-03,2240.27
2566,5154,331,2023-10-20,2651.9
2567,5156,331,2024-04-15,3779.35
2568,5157,331,2024-06-06,3298.05
2569,5163,332,2023-05-08,3325.59
2570,5164,332,2023-06-03,237.22
2571,5165,332,2023-07-06,1515.31
2572,5166,332,2023-08-15,2308.21
2573,5167,332,2023-09-11,4875.59
2574,5169,332,2023-11-16,2402.46
2575,5170,332,2023-12-17,4448.4
2576,5171,332,2024-03-05,4519.2
2577,5172,332,2024-04-09,346.11
2578,5173,332,2024-06-15,2805.68
2579,5174,332,2024-08-04,3074.02
2580,5175,332,2024-09-07,1198.55
2581,5177,333,2023-02-16,4195.15
2582,5178,333,2023-03-05,2865.47
2583,5179,333,2023-04-07,276.55
2584,5180,333,2023-05-13,178.35
2585,5181,333,2023-06-10,3683.97
2586,5182,333,2023-07-18,4581.84
2587,5187,333,2024-03-15,1871.53
2588,5191,334,2023-02-08,3553.35
2589,5192,334,2023-03-10,2673.73
2590,5193,334,2023-04-14,2549.53
2591,5194,334,2023-05-21,3307.97
2592,5198,334,2023-09-14,2126.57
2593,5200,334,2024-01-12,1404.57
2594,5202,334,2024-06-20,1217.48
2595,5204,334,2024-08-19,3563.05
2596,5206,335,2023-02-04,4243.69
2597,5207,335,2023-03-20,617.02
2598,5208,335,2023-04-06,4808.26
2599,5209,335,2023-05-19,671.17
2600,5210,335,2023-06-11,2871.49
2601,5211,335,2023-07-16,3777.08
2602,5212,335,2023-08-06,3139.29
2603,5214,335,2023-10-03,2179.02
2604,5215,335,2023-11-21,4014.18
2605,5216,335,2024-02-03,3989.37
2606,5219,336,2023-01-07,3433.18
2607,5221,336,2023-03-03,3848.84
2608,5222,336,2023-04-15,2665.8
2609,5223,336,2023-05-14,649.5
2610,5224,336,2023-06-18,3470.8
2611,5227,336,2023-09-07,1975.49
2612,5228,336,2023-10-04,4749.71
2613,5231,336,2024-02-16,4490.3
2614,5232,336,2024-03-08,3513.25
2615,5234,336,2024-05-17,3148.43
2616,5236,337,2023-01-14,3116.38
2617,5238,337,2023-03-21,4509.82
2618,5242,337,2023-07-20,1906.55
2619,5252,338,2023-04-09,3793.98
2620,5253,338,2023-05-12,3085.8
2621,5254,338,2023-06-18,573.57
2622,5255,338,2023-07-08,4174.08
2623,5258,338,2023-10-17,3658.54
2624,5259,338,2023-12-21,4751.32
2625,5260,338,2024-02-08,3368.18
2626,5261,338,2024-05-19,3808.83
2627,5263,339,2023-01-07,4242.27
2628,5267,339,2023-05-15,3083.5
2629,5269,339,2023-07-18,1925.69
2630,5270,339,2023-08-14,4520.5
2631,5273,339,2023-11-13,4376.06
2632,5275,339,2024-01-16,3573.45
2633,5281,340,2023-03-14,2160.55
2634,5284,340,2023-06-20,969.52
2635,5286,340,2023-08-11,1886.1
2636,5288,340,2023-10-04,2449.9
2637,5291,340,2024-05-18,1686.52
2638,5292,340,2024-06-05,4854.17
2639,5295,341,2023-01-05,350.39
2640,5296,341,2023-02-15,2797.59
2641,5298,341,2023-04-03,4384.88
2642,5300,341,2023-06-05,4234.94
2643,5301,341,2023-07-21,972.28
2644,5305,341,2023-11-13,595.55
2645,5306,341,2024-03-08,3909.84
2646,5307,341,2024-06-04,2124.13
2647,5308,341,2024-07-19,496.84
2648,5309,341,2024-09-05,3437.97
2649,5311,342,2023-02-08,1741.16
2650,5312,342,2023-03-14,4568.29
2651,5314,342,2023-05-20,185.7
2652,5318,342,2023-09-19,4938.47
2653,5319,342,2023-10-04,3046.64
2654,5323,343,2023-03-16,4128.48
2655,5324,343,2023-04-04,3783.66
2656,5325,343,2023-05-14,4357.2
2657,5326,343,2023-06-19,3423.3
2658,5327,343,2023-07-17,2782.74
2659,5329,343,2023-09-08,4227.93
2660,5330,343,2023-10-21,4772.96
2661,5331,343,2023-11-17,4980.52
2662,5333,343,2024-01-02,4605.53
2663,5334,343,2024-03-03,4880.32
2664,5335,343,2024-07-11,4176.27
2665,5336,343,2024-08-10,4093.55
2666,5340,344,2023-04-09,587.78
2667,5341,344,2023-05-12,323.22
2668,5342,344,2023-06-12,772.03
2669,5343,344,2023-07-21,1964.07
2670,5344,344,2023-08-05,3047.51
2671,5345,344,2023-09-08,1331.94
2672,5346,344,2023-10-04,1302.83
2673,5347,344,2023-11-06,3226.83
2674,5350,344,2024-07-07,467.13
2675,5352,345,2023-01-06,1570.09
2676,5361,345,2023-10-17,848.31
2677,5364,345,2024-09-08,2442.76
