id_cliente,id_fatura,dt_emissao_fatura,dt_vencimento_fatura,valor_fatura
168,2627,2023-07-01,2023-07-06,1108.15
168,2628,2023-08-01,2023-08-06,1019.84
168,2629,2023-09-01,2023-09-06,2976.85
168,2630,2023-10-01,2023-10-06,1077.32
168,2631,2024-02-01,2024-02-06,4337.92
168,2632,2024-03-01,2024-03-06,2538.87
168,2633,2024-04-01,2024-04-06,4842.73
168,2634,2024-05-01,2024-05-06,3103.04
168,2635,2024-09-01,2024-09-06,1987.47
169,2636,2023-01-01,2023-01-06,375.57
169,2637,2023-02-01,2023-02-06,1792.69
169,2638,2023-03-01,2023-03-06,254.61
169,2639,2023-04-01,2023-04-06,2374.45
169,2640,2023-05-01,2023-05-06,1011.81
169,2641,2023-06-01,2023-06-06,2737.62
169,2642,2023-07-01,2023-07-06,4449.75
169,2643,2023-08-01,2023-08-06,2648.11
169,2644,2023-09-01,2023-09-06,3252.22
169,2645,2023-10-01,2023-10-06,2885.85
169,2646,2023-12-01,2023-12-06,611.25
169,2647,2024-02-01,2024-02-06,554.8
169,2648,2024-05-01,2024-05-06,4004.81
169,2649,2024-07-01,2024-07-06,1131.12
170,2650,2023-01-01,2023-01-06,4395.08
170,2651,2023-02-01,2023-02-06,1777.73
170,2652,2023-03-01,2023-03-06,1071.02
170,2653,2023-04-01,2023-04-06,2668.86
170,2654,2023-05-01,2023-05-06,2655.94
170,2655,2023-06-01,2023-06-06,3994.15
170,2656,2023-07-01,2023-07-06,1161.98
170,2657,2023-08-01,2023-08-06,3853.9
170,2658,2023-09-01,2023-09-06,3740.61
170,2659,2023-10-01,2023-10-06,4966.44
170,2660,2023-11-01,2023-11-06,2485.99
170,2661,2024-03-01,2024-03-06,3241.7
170,2662,2024-06-01,2024-06-06,660.26
171,2663,2023-01-01,2023-01-06,2673.23
171,2664,2023-02-01,2023-02-06,233.79
171,2665,2023-03-01,2023-03-06,884.6
171,2666,2023-04-01,2023-04-06,4317.19
171,2667,2023-05-01,2023-05-06,1256.48
171,2668,2023-06-01,2023-06-06,2398.23
171,2669,2023-07-01,2023-07-06,3587.3
171,2670,2023-08-01,2023-08-06,1864.94
171,2671,2023-09-01,2023-09-06,2059.94
171,2672,2023-10-01,2023-10-06,807.69
171,2673,2023-11-01,2023-11-06,1364.84
171,2674,2024-01-01,2024-01-06,1118.18
171,2675,2024-03-01,2024-03-06,400.28
171,2676,2024-04-01,2024-04-06,3063.89
171,2677,2024-07-01,2024-07-06,2512.34
171,2678,2024-09-01,2024-09-06,2269.43
172,2679,2023-01-01,2023-01-06,56.43
172,2680,2023-02-01,2023-02-06,4930.41
172,2681,2023-03-01,2023-03-06,1669.84
172,2682,2023-04-01,2023-04-06,3716.56
172,2683,2023-05-01,2023-05-06,1589.44
172,2684,2023-06-01,2023-06-06,2315.36
172,2685,2023-07-01,2023-07-06,2985.75
172,2686,2023-08-01,2023-08-06,4383.04
172,2687,2023-09-01,2023-09-06,1565.73
172,2688,2023-10-01,2023-10-06,1768.97
172,2689,2023-11-01,2023-11-06,4401.15
172,2690,2024-02-01,2024-02-06,643.04
172,2691,2024-07-01,2024-07-06,566.63
172,2692,2024-08-01,2024-08-06,1514.38
172,2693,2024-09-01,2024-09-06,2379.4
173,2694,2023-01-01,2023-01-06,690.38
173,2695,2023-02-01,2023-02-06,428.19
173,2696,2023-03-01,2023-03-06,499.01
173,2697,2023-04-01,2023-04-06,1008.27
173,2698,2023-05-01,2023-05-06,199.08
173,2699,2023-06-01,2023-06-06,4888.91
173,2700,2023-07-01,2023-07-06,179.43
173,2701,2023-08-01,2023-08-06,371.36
173,2702,2023-09-01,2023-09-06,215.49
173,2703,2023-10-01,2023-10-06,2048.65
173,2704,2023-12-01,2023-12-06,2788.37
173,2705,2024-03-01,2024-03-06,2604.45
173,2706,2024-04-01,2024-04-06,124.28
173,2707,2024-07-01,2024-07-06,2561.26
173,2708,2024-08-01,2024-08-06,4351.69
173,2709,2024-09-01,2024-09-06,2670.15
174,2710,2023-01-01,2023-01-06,2180.41
174,2711,2023-02-01,2023-02-06,1719.42
174,2712,2023-03-01,2023-03-06,2671.68
174,2713,2023-04-01,2023-04-06,1399.02
174,2714,2023-05-01,2023-05-06,2636.03
174,2715,2023-06-01,2023-06-06,3824.1
174,2716,2023-07-01,2023-07-06,1421.48
174,2717,2023-08-01,2023-08-06,1179.44
174,2718,2023-09-01,2023-09-06,2072.54
174,2719,2023-10-01,2023-10-06,594.23
174,2720,2023-11-01,2023-11-06,3950.81
174,2721,2023-12-01,2023-12-06,3709.65
174,2722,2024-02-01,2024-02-06,1100.48
174,2723,2024-03-01,2024-03-06,808.4
174,2724,2024-04-01,2024-04-06,457.4
174,2725,2024-05-01,2024-05-06,352.89
174,2726,2024-09-01,2024-09-06,833.78
175,2727,2023-01-01,2023-01-06,2477.33
175,2728,2023-02-01,2023-02-06,3980.7
175,2729,2023-03-01,2023-03-06,4839.77
175,2730,2023-04-01,2023-04-06,2746.69
175,2731,2023-05-01,2023-05-06,2198.39
175,2732,2023-06-01,2023-06-06,4304.97
175,2733,2023-07-01,2023-07-06,2763.04
175,2734,2023-08-01,2023-08-06,545.2
175,2735,2023-09-01,2023-09-06,4943.46
175,2736,2023-10-01,2023-10-06,154.6
175,2737,2023-11-01,2023-11-06,3921.34
175,2738,2024-02-01,2024-02-06,2905.48
175,2739,2024-04-01,2024-04-06,1408.56
175,2740,2024-08-01,2024-08-06,2922.88
176,2741,2023-01-01,2023-01-06,3303.25
176,2742,2023-02-01,2023-02-06,4732.2
176,2743,2023-03-01,2023-03-06,3967.03
176,2744,2023-04-01,2023-04-06,180.76
176,2745,2023-05-01,2023-05-06,3331.7
176,2746,2023-06-01,2023-06-06,1876.9
176,2747,2023-07-01,2023-07-06,4932.41
176,2748,2023-08-01,2023-08-06,4651.94
176,2749,2023-09-01,2023-09-06,3730.23
176,2750,2023-10-01,2023-10-06,3697.09
176,2751,2023-11-01,2023-11-06,4237.76
176,2752,2024-01-01,2024-01-06,4618.73
176,2753,2024-06-01,2024-06-06,1887.53
176,2754,2024-08-01,2024-08-06,3371.33
176,2755,2024-09-01,2024-09-06,2271.74
177,2756,2023-01-01,2023-01-06,90.25
177,2757,2023-02-01,2023-02-06,3708.88
177,2758,2023-03-01,2023-03-06,1202.97
177,2759,2023-04-01,2023-04-06,2042.51
177,2760,2023-05-01,2023-05-06,4342.46
177,2761,2023-06-01,2023-06-06,2696.36
177,2762,2023-07-01,2023-07-06,3827.29
177,2763,2023-08-01,2023-08-06,944.46
177,2764,2023-09-01,2023-09-06,4603.95
177,2765,2023-10-01,2023-10-06,837.15
177,2766,2023-11-01,2023-11-06,4030.64
177,2767,2023-12-01,2023-12-06,2012.17
177,2768,2024-02-01,2024-02-06,1683.38
177,2769,2024-08-01,2024-08-06,4085.11
178,2770,2023-01-01,2023-01-06,4527.92
178,2771,2023-02-01,2023-02-06,3810.76
178,2772,2023-03-01,2023-03-06,3896.61
178,2773,2023-04-01,2023-04-06,3586.33
178,2774,2023-05-01,2023-05-06,4388.56
178,2775,2023-06-01,2023-06-06,3721.31
178,2776,2023-07-01,2023-07-06,4014.4
178,2777,2023-08-01,2023-08-06,2614.14
178,2778,2023-09-01,2023-09-06,2764.27
178,2779,2023-10-01,2023-10-06,687.77
178,2780,2023-12-01,2023-12-06,4422.72
178,2781,2024-07-01,2024-07-06,4392.55
178,2782,2024-08-01,2024-08-06,2175.22
179,2783,2023-01-01,2023-01-06,825.84
179,2784,2023-02-01,2023-02-06,2911.89
179,2785,2023-03-01,2023-03-06,2890.4
179,2786,2023-04-01,2023-04-06,2967.53
179,2787,2023-05-01,2023-05-06,2909.19
179,2788,2023-06-01,2023-06-06,1780.76
179,2789,2023-07-01,2023-07-06,2744.01
179,2790,2023-08-01,2023-08-06,3953.03
179,2791,2023-09-01,2023-09-06,613.63
179,2792,2023-10-01,2023-10-06,574.76
179,2793,2023-12-01,2023-12-06,4315.77
179,2794,2024-01-01,2024-01-06,4295.87
179,2795,2024-03-01,2024-03-06,1850.29
179,2796,2024-04-01,2024-04-06,691.51
179,2797,2024-05-01,2024-05-06,1324.98
179,2798,2024-06-01,2024-06-06,2444.75
179,2799,2024-07-01,2024-07-06,2281.0
179,2800,2024-08-01,2024-08-06,523.07
180,2801,2023-01-01,2023-01-06,3115.38
180,2802,2023-02-01,2023-02-06,4335.41
180,2803,2023-03-01,2023-03-06,1303.72
180,2804,2023-04-01,2023-04-06,4086.44
180,2805,2023-05-01,2023-05-06,2252.22
180,2806,2023-06-01,2023-06-06,4722.74
180,2807,2023-07-01,2023-07-06,2591.85
180,2808,2023-08-01,2023-08-06,3501.39
180,2809,2023-09-01,2023-09-06,1382.33
180,2810,2023-10-01,2023-10-06,2929.16
180,2811,2023-11-01,2023-11-06,3465.64
180,2812,2024-01-01,2024-01-06,2453.17
180,2813,2024-02-01,2024-02-06,669.77
180,2814,2024-05-01,2024-05-06,4364.64
180,2815,2024-07-01,2024-07-06,2212.05
180,2816,2024-08-01,2024-08-06,2162.79
180,2817,2024-09-01,2024-09-06,3245.08
181,2818,2023-01-01,2023-01-06,2227.46
181,2819,2023-02-01,2023-02-06,4503.12
181,2820,2023-03-01,2023-03-06,1237.29
181,2821,2023-04-01,2023-04-06,3654.4
181,2822,2023-05-01,2023-05-06,2734.28
181,2823,2023-06-01,2023-06-06,4158.65
181,2824,2023-07-01,2023-07-06,2672.2
181,2825,2023-08-01,2023-08-06,1972.27
181,2826,2023-09-01,2023-09-06,1175.67
181,2827,2023-10-01,2023-10-06,1730.16
181,2828,2023-12-01,2023-12-06,2697.11
181,2829,2024-01-01,2024-01-06,150.88
181,2830,2024-02-01,2024-02-06,3020.03
181,2831,2024-03-01,2024-03-06,4615.3
181,2832,2024-04-01,2024-04-06,1580.21
181,2833,2024-07-01,2024-07-06,550.8
181,2834,2024-08-01,2024-08-06,806.71
181,2835,2024-09-01,2024-09-06,2199.39
182,2836,2023-01-01,2023-01-06,4377.34
182,2837,2023-02-01,2023-02-06,3939.23
182,2838,2023-03-01,2023-03-06,4060.29
182,2839,2023-04-01,2023-04-06,3081.81
182,2840,2023-05-01,2023-05-06,60.74
182,2841,2023-06-01,2023-06-06,3874.57
182,2842,2023-07-01,2023-07-06,1020.06
182,2843,2023-08-01,2023-08-06,383.01
182,2844,2023-09-01,2023-09-06,4644.02
182,2845,2023-10-01,2023-10-06,4567.35
182,2846,2024-03-01,2024-03-06,2394.43
182,2847,2024-04-01,2024-04-06,932.14
182,2848,2024-05-01,2024-05-06,4191.82
182,2849,2024-07-01,2024-07-06,120.5
182,2850,2024-09-01,2024-09-06,900.35
183,2851,2023-01-01,2023-01-06,3584.89
183,2852,2023-02-01,2023-02-06,2030.77
183,2853,2023-03-01,2023-03-06,3289.29
183,2854,2023-04-01,2023-04-06,2366.69
183,2855,2023-05-01,2023-05-06,2890.94
183,2856,2023-06-01,2023-06-06,2770.62
183,2857,2023-07-01,2023-07-06,2327.29
183,2858,2023-08-01,2023-08-06,4594.34
183,2859,2023-09-01,2023-09-06,2340.06
183,2860,2023-10-01,2023-10-06,3960.58
183,2861,2023-12-01,2023-12-06,4827.53
183,2862,2024-09-01,2024-09-06,4701.77
184,2863,2023-01-01,2023-01-06,4695.05
184,2864,2023-02-01,2023-02-06,1865.19
184,2865,2023-03-01,2023-03-06,3727.62
184,2866,2023-04-01,2023-04-06,38.01
184,2867,2023-05-01,2023-05-06,1497.0
184,2868,2023-06-01,2023-06-06,961.91
184,2869,2023-07-01,2023-07-06,1228.4
184,2870,2023-08-01,2023-08-06,1340.44
184,2871,2023-09-01,2023-09-06,3957.63
184,2872,2023-10-01,2023-10-06,2808.94
184,2873,2024-01-01,2024-01-06,1560.78
184,2874,2024-03-01,2024-03-06,334.53
184,2875,2024-04-01,2024-04-06,2783.68
184,2876,2024-05-01,2024-05-06,403.58
184,2877,2024-06-01,2024-06-06,4459.02
185,2878,2023-01-01,2023-01-06,1556.95
185,2879,2023-02-01,2023-02-06,1625.21
185,2880,2023-03-01,2023-03-06,3559.92
185,2881,2023-04-01,2023-04-06,1125.53
185,2882,2023-05-01,2023-05-06,3292.76
185,2883,2023-06-01,2023-06-06,4068.94
185,2884,2023-07-01,2023-07-06,2548.87
185,2885,2023-08-01,2023-08-06,1742.73
185,2886,2023-09-01,2023-09-06,985.08
185,2887,2023-10-01,2023-10-06,889.28
185,2888,2023-11-01,2023-11-06,4711.92
185,2889,2024-06-01,2024-06-06,3774.58
185,2890,2024-07-01,2024-07-06,4913.78
185,2891,2024-08-01,2024-08-06,2071.67
185,2892,2024-09-01,2024-09-06,57.93
186,2893,2023-01-01,2023-01-06,1793.89
186,2894,2023-02-01,2023-02-06,4256.78
186,2895,2023-03-01,2023-03-06,72.83
186,2896,2023-04-01,2023-04-06,2744.56
186,2897,2023-05-01,2023-05-06,1397.71
186,2898,2023-06-01,2023-06-06,4262.22
186,2899,2023-07-01,2023-07-06,3134.63
186,2900,2023-08-01,2023-08-06,241.33
186,2901,2023-09-01,2023-09-06,528.67
186,2902,2023-10-01,2023-10-06,1005.82
186,2903,2023-12-01,2023-12-06,4940.83
186,2904,2024-01-01,2024-01-06,2470.97
186,2905,2024-03-01,2024-03-06,792.48
186,2906,2024-04-01,2024-04-06,3031.04
187,2907,2023-01-01,2023-01-06,4345.2
187,2908,2023-02-01,2023-02-06,597.06
187,2909,2023-03-01,2023-03-06,1757.8
187,2910,2023-04-01,2023-04-06,4866.81
187,2911,2023-05-01,2023-05-06,270.26
187,2912,2023-06-01,2023-06-06,1326.81
187,2913,2023-07-01,2023-07-06,3040.5
187,2914,2023-08-01,2023-08-06,2966.18
187,2915,2023-09-01,2023-09-06,3417.36
187,2916,2023-10-01,2023-10-06,2526.8
187,2917,2023-11-01,2023-11-06,4024.84
187,2918,2024-02-01,2024-02-06,3548.95
187,2919,2024-03-01,2024-03-06,2589.78
187,2920,2024-07-01,2024-07-06,1668.66
187,2921,2024-08-01,2024-08-06,4403.33
188,2922,2023-01-01,2023-01-06,2149.27
188,2923,2023-02-01,2023-02-06,4847.13
188,2924,2023-03-01,2023-03-06,1144.53
188,2925,2023-04-01,2023-04-06,968.44
188,2926,2023-05-01,2023-05-06,3369.47
188,2927,2023-06-01,2023-06-06,2130.07
188,2928,2023-07-01,2023-07-06,2978.51
188,2929,2023-08-01,2023-08-06,4201.95
188,2930,2023-09-01,2023-09-06,2952.59
188,2931,2023-10-01,2023-10-06,4492.86
188,2932,2023-11-01,2023-11-06,69.3
188,2933,2024-02-01,2024-02-06,338.47
188,2934,2024-03-01,2024-03-06,1505.71
188,2935,2024-05-01,2024-05-06,337.27
188,2936,2024-06-01,2024-06-06,4785.92
188,2937,2024-08-01,2024-08-06,1559.51
189,2938,2023-01-01,2023-01-06,2667.25
189,2939,2023-02-01,2023-02-06,853.69
189,2940,2023-03-01,2023-03-06,4112.94
189,2941,2023-04-01,2023-04-06,118.66
189,2942,2023-05-01,2023-05-06,4943.13
189,2943,2023-06-01,2023-06-06,2678.89
189,2944,2023-07-01,2023-07-06,3583.15
189,2945,2023-08-01,2023-08-06,2407.77
189,2946,2023-09-01,2023-09-06,2589.56
189,2947,2023-10-01,2023-10-06,287.86
189,2948,2023-11-01,2023-11-06,2739.3
189,2949,2024-01-01,2024-01-06,1957.12
189,2950,2024-06-01,2024-06-06,3101.83
189,2951,2024-09-01,2024-09-06,2231.49
190,2952,2023-01-01,2023-01-06,1063.44
190,2953,2023-02-01,2023-02-06,3415.55
190,2954,2023-03-01,2023-03-06,1024.61
190,2955,2023-04-01,2023-04-06,2181.18
190,2956,2023-05-01,2023-05-06,1358.6
190,2957,2023-06-01,2023-06-06,1040.41
190,2958,2023-07-01,2023-07-06,3899.79
190,2959,2023-08-01,2023-08-06,2536.76
190,2960,2023-09-01,2023-09-06,2110.51
190,2961,2023-10-01,2023-10-06,4079.23
190,2962,2024-01-01,2024-01-06,4450.23
191,2963,2023-01-01,2023-01-06,2813.71
191,2964,2023-02-01,2023-02-06,4563.68
191,2965,2023-03-01,2023-03-06,3638.43
191,2966,2023-04-01,2023-04-06,2144.67
191,2967,2023-05-01,2023-05-06,4063.39
191,2968,2023-06-01,2023-06-06,1754.53
191,2969,2023-07-01,2023-07-06,2613.32
191,2970,2023-08-01,2023-08-06,2578.95
191,2971,2023-09-01,2023-09-06,2998.97
191,2972,2023-10-01,2023-10-06,3384.8
191,2973,2023-11-01,2023-11-06,3224.56
191,2974,2023-12-01,2023-12-06,966.34
191,2975,2024-01-01,2024-01-06,2833.18
191,2976,2024-04-01,2024-04-06,2651.03
191,2977,2024-05-01,2024-05-06,4416.33
191,2978,2024-06-01,2024-06-06,1971.1
191,2979,2024-07-01,2024-07-06,3779.73
191,2980,2024-08-01,2024-08-06,3996.49
191,2981,2024-09-01,2024-09-06,1460.06
192,2982,2023-01-01,2023-01-06,1119.06
192,2983,2023-02-01,2023-02-06,719.08
192,2984,2023-03-01,2023-03-06,1122.68
192,2985,2023-04-01,2023-04-06,4423.83
192,2986,2023-05-01,2023-05-06,765.17
192,2987,2023-06-01,2023-06-06,3692.49
192,2988,2023-07-01,2023-07-06,3279.46
192,2989,2023-08-01,2023-08-06,1859.95
192,2990,2023-09-01,2023-09-06,4970.46
192,2991,2023-10-01,2023-10-06,852.32
192,2992,2023-11-01,2023-11-06,3055.26
192,2993,2024-01-01,2024-01-06,3386.73
192,2994,2024-02-01,2024-02-06,3286.22
192,2995,2024-03-01,2024-03-06,3304.46
192,2996,2024-04-01,2024-04-06,691.02
192,2997,2024-05-01,2024-05-06,2509.18
192,2998,2024-07-01,2024-07-06,1632.97
193,2999,2023-01-01,2023-01-06,917.94
193,3000,2023-02-01,2023-02-06,1380.61
193,3001,2023-03-01,2023-03-06,1265.2
193,3002,2023-04-01,2023-04-06,1940.34
193,3003,2023-05-01,2023-05-06,1126.02
193,3004,2023-06-01,2023-06-06,1222.5
193,3005,2023-07-01,2023-07-06,4880.48
193,3006,2023-08-01,2023-08-06,3622.39
193,3007,2023-09-01,2023-09-06,2840.41
193,3008,2023-10-01,2023-10-06,2315.55
193,3009,2023-11-01,2023-11-06,2653.5
193,3010,2023-12-01,2023-12-06,4438.84
193,3011,2024-02-01,2024-02-06,765.54
193,3012,2024-03-01,2024-03-06,70.28
193,3013,2024-04-01,2024-04-06,1089.31
193,3014,2024-05-01,2024-05-06,3956.88
193,3015,2024-07-01,2024-07-06,346.49
193,3016,2024-08-01,2024-08-06,2206.6
194,3017,2023-01-01,2023-01-06,3892.61
194,3018,2023-02-01,2023-02-06,829.96
194,3019,2023-03-01,2023-03-06,4738.51
194,3020,2023-04-01,2023-04-06,2248.66
194,3021,2023-05-01,2023-05-06,2159.56
194,3022,2023-06-01,2023-06-06,1274.56
194,3023,2023-07-01,2023-07-06,3156.68
194,3024,2023-08-01,2023-08-06,341.97
194,3025,2023-09-01,2023-09-06,3091.54
194,3026,2023-10-01,2023-10-06,689.96
194,3027,2024-01-01,2024-01-06,1126.96
194,3028,2024-02-01,2024-02-06,2007.12
194,3029,2024-03-01,2024-03-06,2528.14
194,3030,2024-06-01,2024-06-06,4395.65
195,3031,2023-01-01,2023-01-06,874.82
195,3032,2023-02-01,2023-02-06,1151.73
195,3033,2023-03-01,2023-03-06,647.55
195,3034,2023-04-01,2023-04-06,4863.03
195,3035,2023-05-01,2023-05-06,847.55
195,3036,2023-06-01,2023-06-06,190.02
195,3037,2023-07-01,2023-07-06,3066.76
195,3038,2023-08-01,2023-08-06,1897.15
195,3039,2023-09-01,2023-09-06,2265.69
195,3040,2023-10-01,2023-10-06,3492.86
195,3041,2023-11-01,2023-11-06,437.43
195,3042,2023-12-01,2023-12-06,2332.09
195,3043,2024-01-01,2024-01-06,1385.11
195,3044,2024-02-01,2024-02-06,4341.15
195,3045,2024-04-01,2024-04-06,951.83
195,3046,2024-06-01,2024-06-06,4127.8
195,3047,2024-07-01,2024-07-06,541.44
195,3048,2024-08-01,2024-08-06,4192.53
195,3049,2024-09-01,2024-09-06,628.74
196,3050,2023-01-01,2023-01-06,2871.33
196,3051,2023-02-01,2023-02-06,3546.55
196,3052,2023-03-01,2023-03-06,4496.57
196,3053,2023-04-01,2023-04-06,2559.74
196,3054,2023-05-01,2023-05-06,4033.46
196,3055,2023-06-01,2023-06-06,2771.56
196,3056,2023-07-01,2023-07-06,2798.93
196,3057,2023-08-01,2023-08-06,4474.42
196,3058,2023-09-01,2023-09-06,3029.48
196,3059,2023-10-01,2023-10-06,658.59
196,3060,2023-11-01,2023-11-06,2515.11
196,3061,2024-01-01,2024-01-06,567.61
196,3062,2024-02-01,2024-02-06,3921.71
196,3063,2024-03-01,2024-03-06,1406.64
196,3064,2024-04-01,2024-04-06,1800.3
196,3065,2024-05-01,2024-05-06,1989.44
196,3066,2024-06-01,2024-06-06,109.02
197,3067,2023-01-01,2023-01-06,4970.73
197,3068,2023-02-01,2023-02-06,4278.95
197,3069,2023-03-01,2023-03-06,2323.41
197,3070,2023-04-01,2023-04-06,3700.62
197,3071,2023-05-01,2023-05-06,2657.39
197,3072,2023-06-01,2023-06-06,4310.66
197,3073,2023-07-01,2023-07-06,4228.67
197,3074,2023-08-01,2023-08-06,796.17
197,3075,2023-09-01,2023-09-06,4147.76
197,3076,2023-10-01,2023-10-06,1789.73
197,3077,2023-11-01,2023-11-06,3343.77
197,3078,2024-01-01,2024-01-06,839.32
197,3079,2024-03-01,2024-03-06,4449.95
197,3080,2024-04-01,2024-04-06,4506.55
197,3081,2024-07-01,2024-07-06,4760.93
197,3082,2024-08-01,2024-08-06,1630.09
197,3083,2024-09-01,2024-09-06,3913.74
198,3084,2023-01-01,2023-01-06,1970.28
198,3085,2023-02-01,2023-02-06,3363.82
198,3086,2023-03-01,2023-03-06,4338.28
198,3087,2023-04-01,2023-04-06,214.03
198,3088,2023-05-01,2023-05-06,422.77
198,3089,2023-06-01,2023-06-06,2979.06
198,3090,2023-07-01,2023-07-06,4615.13
198,3091,2023-08-01,2023-08-06,2872.62
198,3092,2023-09-01,2023-09-06,1210.5
198,3093,2023-10-01,2023-10-06,3531.14
198,3094,2023-12-01,2023-12-06,3442.13
198,3095,2024-01-01,2024-01-06,3518.46
198,3096,2024-02-01,2024-02-06,1398.15
198,3097,2024-03-01,2024-03-06,3317.11
199,3098,2023-01-01,2023-01-06,2253.39
199,3099,2023-02-01,2023-02-06,1907.2
199,3100,2023-03-01,2023-03-06,909.16
199,3101,2023-04-01,2023-04-06,506.3
199,3102,2023-05-01,2023-05-06,1273.51
199,3103,2023-06-01,2023-06-06,1143.92
199,3104,2023-07-01,2023-07-06,4341.01
199,3105,2023-08-01,2023-08-06,4464.12
199,3106,2023-09-01,2023-09-06,4149.6
199,3107,2023-10-01,2023-10-06,392.74
199,3108,2023-11-01,2023-11-06,4999.18
199,3109,2023-12-01,2023-12-06,3235.55
199,3110,2024-01-01,2024-01-06,1877.17
199,3111,2024-02-01,2024-02-06,1698.04
199,3112,2024-03-01,2024-03-06,1553.71
199,3113,2024-09-01,2024-09-06,4374.81
200,3114,2023-01-01,2023-01-06,972.58
200,3115,2023-02-01,2023-02-06,4094.56
200,3116,2023-03-01,2023-03-06,268.12
200,3117,2023-04-01,2023-04-06,2328.94
200,3118,2023-05-01,2023-05-06,3725.9
200,3119,2023-06-01,2023-06-06,1469.75
200,3120,2023-07-01,2023-07-06,2777.76
200,3121,2023-08-01,2023-08-06,3037.22
200,3122,2023-09-01,2023-09-06,2105.61
200,3123,2023-10-01,2023-10-06,3741.09
200,3124,2023-12-01,2023-12-06,3251.54
200,3125,2024-01-01,2024-01-06,3413.14
200,3126,2024-02-01,2024-02-06,2945.51
200,3127,2024-04-01,2024-04-06,434.79
200,3128,2024-09-01,2024-09-06,222.85
201,3129,2023-01-01,2023-01-06,4807.76
201,3130,2023-02-01,2023-02-06,4144.24
201,3131,2023-03-01,2023-03-06,4943.73
201,3132,2023-04-01,2023-04-06,4069.02
201,3133,2023-05-01,2023-05-06,1545.12
201,3134,2023-06-01,2023-06-06,2309.05
201,3135,2023-07-01,2023-07-06,3857.97
201,3136,2023-08-01,2023-08-06,2859.99
201,3137,2023-09-01,2023-09-06,1237.38
201,3138,2023-10-01,2023-10-06,4017.64
201,3139,2023-11-01,2023-11-06,777.43
201,3140,2024-02-01,2024-02-06,291.85
201,3141,2024-07-01,2024-07-06,4797.5
202,3142,2023-01-01,2023-01-06,1477.36
202,3143,2023-02-01,2023-02-06,2247.55
202,3144,2023-03-01,2023-03-06,2882.31
202,3145,2023-04-01,2023-04-06,4694.62
202,3146,2023-05-01,2023-05-06,2253.58
202,3147,2023-06-01,2023-06-06,3077.79
202,3148,2023-07-01,2023-07-06,2547.13
202,3149,2023-08-01,2023-08-06,3506.5
202,3150,2023-09-01,2023-09-06,659.03
202,3151,2023-10-01,2023-10-06,2914.39
202,3152,2023-11-01,2023-11-06,3500.15
202,3153,2023-12-01,2023-12-06,768.82
202,3154,2024-04-01,2024-04-06,272.24
202,3155,2024-06-01,2024-06-06,1463.8
202,3156,2024-09-01,2024-09-06,4448.3
203,3157,2023-01-01,2023-01-06,1188.59
203,3158,2023-02-01,2023-02-06,3158.04
203,3159,2023-03-01,2023-03-06,3716.06
203,3160,2023-04-01,2023-04-06,3658.19
203,3161,2023-05-01,2023-05-06,1346.87
203,3162,2023-06-01,2023-06-06,3100.97
203,3163,2023-07-01,2023-07-06,1928.67
203,3164,2023-08-01,2023-08-06,4018.74
203,3165,2023-09-01,2023-09-06,2974.99
203,3166,2023-10-01,2023-10-06,2255.99
203,3167,2023-11-01,2023-11-06,1181.11
203,3168,2023-12-01,2023-12-06,3248.47
203,3169,2024-01-01,2024-01-06,1027.13
203,3170,2024-05-01,2024-05-06,3907.41
203,3171,2024-07-01,2024-07-06,2743.01
203,3172,2024-09-01,2024-09-06,456.7
204,3173,2023-01-01,2023-01-06,553.7
204,3174,2023-02-01,2023-02-06,1377.38
204,3175,2023-03-01,2023-03-06,3699.49
204,3176,2023-04-01,2023-04-06,4920.71
204,3177,2023-05-01,2023-05-06,1503.62
204,3178,2023-06-01,2023-06-06,2489.1
204,3179,2023-07-01,2023-07-06,3758.12
204,3180,2023-08-01,2023-08-06,3970.79
204,3181,2023-09-01,2023-09-06,3713.2
204,3182,2023-10-01,2023-10-06,2159.58
204,3183,2024-01-01,2024-01-06,2344.51
204,3184,2024-04-01,2024-04-06,2351.3
204,3185,2024-05-01,2024-05-06,772.56
204,3186,2024-06-01,2024-06-06,2047.63
204,3187,2024-08-01,2024-08-06,2911.57
204,3188,2024-09-01,2024-09-06,689.13
205,3189,2023-01-01,2023-01-06,2154.53
205,3190,2023-02-01,2023-02-06,4107.21
205,3191,2023-03-01,2023-03-06,3923.41
205,3192,2023-04-01,2023-04-06,3523.98
205,3193,2023-05-01,2023-05-06,3315.39
205,3194,2023-06-01,2023-06-06,4735.29
205,3195,2023-07-01,2023-07-06,751.78
205,3196,2023-08-01,2023-08-06,4939.43
205,3197,2023-09-01,2023-09-06,4268.77
205,3198,2023-10-01,2023-10-06,2383.37
205,3199,2024-01-01,2024-01-06,4645.72
205,3200,2024-05-01,2024-05-06,3669.35
206,3201,2023-01-01,2023-01-06,3640.83
206,3202,2023-02-01,2023-02-06,1494.04
206,3203,2023-03-01,2023-03-06,2144.14
206,3204,2023-04-01,2023-04-06,2558.73
206,3205,2023-05-01,2023-05-06,4983.75
206,3206,2023-06-01,2023-06-06,98.42
206,3207,2023-07-01,2023-07-06,2095.34
206,3208,2023-08-01,2023-08-06,2861.87
206,3209,2023-09-01,2023-09-06,3567.32
206,3210,2023-10-01,2023-10-06,4510.72
206,3211,2023-11-01,2023-11-06,4383.63
206,3212,2024-02-01,2024-02-06,3724.59
